090430032U-4B,4BIS,Avenue Foncirgue,09600,La Bastide-sur-l'Hers,OSM,42.954773,1.908391
092820011G-25,25,Rue du Buguet,09700,Saverdun,C+O,43.232198,1.574123
092820011G-29,29,Rue du Buguet,09700,Saverdun,C+O,43.231698,1.573978
092820011G-31,31,Rue du Buguet,09700,Saverdun,C+O,43.231559,1.573948
092820011G-33,33,Rue du Buguet,09700,Saverdun,C+O,43.231411,1.573910
092820011G-3,3,Rue du Buguet,09700,Saverdun,C+O,43.232436,1.574842
092820011G-35,35,Rue du Buguet,09700,Saverdun,C+O,43.231297,1.573856
092820011G-37,37,Rue du Buguet,09700,Saverdun,C+O,43.231205,1.573803
092820011G-39,39,Rue du Buguet,09700,Saverdun,C+O,43.231081,1.573736
092820011G-41,41,Rue du Buguet,09700,Saverdun,C+O,43.230660,1.573518
092820011G-41B,41BIS,Rue du Buguet,09700,Saverdun,C+O,43.230028,1.573329
092820011G-41T,41TER,Rue du Buguet,09700,Saverdun,C+O,43.230606,1.574913
092820011G-43,43,Rue du Buguet,09700,Saverdun,C+O,43.229656,1.572918
092820011G-4,4,Rue du Buguet,09700,Saverdun,C+O,43.231061,1.573587
092820011G-47,47,Rue du Buguet,09700,Saverdun,C+O,43.228991,1.572476
092820011G-49,49,Rue du Buguet,09700,Saverdun,C+O,43.228340,1.573837
092820011G-49B,49BIS,Rue du Buguet,09700,Saverdun,C+O,43.228523,1.572381
092820011G-4B,4BIS,Rue du Buguet,09700,Saverdun,C+O,43.230932,1.573533
092820011G-51,51,Rue du Buguet,09700,Saverdun,C+O,43.228473,1.572077
092820011G-53,53,Rue du Buguet,09700,Saverdun,C+O,43.228364,1.571992
092820011G-55,55,Rue du Buguet,09700,Saverdun,C+O,43.228205,1.571884
092820011G-5,5,Rue du Buguet,09700,Saverdun,C+O,43.232544,1.574593
092820011G-57,57,Rue du Buguet,09700,Saverdun,C+O,43.227903,1.571717
092820011G-59,59,Rue du Buguet,09700,Saverdun,C+O,43.227595,1.571553
092820011G-59B,59BIS,Rue du Buguet,09700,Saverdun,C+O,43.227350,1.571777
092820011G-61,61,Rue du Buguet,09700,Saverdun,C+O,43.227135,1.571360
092820011G-63,63,Rue du Buguet,09700,Saverdun,C+O,43.226964,1.571286
092820011G-65,65,Rue du Buguet,09700,Saverdun,C+O,43.226770,1.571240
092820011G-6,6,Rue du Buguet,09700,Saverdun,C+O,43.230687,1.573429
092820011G-67,67,Rue du Buguet,09700,Saverdun,C+O,43.226591,1.571212
092820011G-69,69,Rue du Buguet,09700,Saverdun,C+O,43.226400,1.571181
092820011G-6B,6BIS,Rue du Buguet,09700,Saverdun,C+O,43.230517,1.573342
092820011G-7,7,Rue du Buguet,09700,Saverdun,C+O,43.232362,1.574727
092820011G-8,8,Rue du Buguet,09700,Saverdun,C+O,43.230397,1.573285
092820011G-9,9,Rue du Buguet,09700,Saverdun,C+O,43.232355,1.574653
092820012H-1,1,Chemin de Brocca,09700,Saverdun,CAD,43.227399,1.586480
092820012H-13,13,Chemin de Brocca,09700,Saverdun,CAD,43.227953,1.585645
092820012H-15,15,Chemin de Brocca,09700,Saverdun,CAD,43.227320,1.584611
092820012H-17,17,Chemin de Brocca,09700,Saverdun,CAD,43.227600,1.584993
092820012H-19,19,Chemin de Brocca,09700,Saverdun,CAD,43.228314,1.585446
092820012H-20,20,Chemin de Brocca,09700,Saverdun,CAD,43.227976,1.585853
092820012H-21,21,Chemin de Brocca,09700,Saverdun,CAD,43.228465,1.585267
092820012H-2,2,Chemin de Brocca,09700,Saverdun,CAD,43.227519,1.586395
092820012H-25,25,Chemin de Brocca,09700,Saverdun,CAD,43.227984,1.584315
092820012H-31,31,Chemin de Brocca,09700,Saverdun,CAD,43.228716,1.584970
092820012H-33,33,Chemin de Brocca,09700,Saverdun,CAD,43.228924,1.584728
092820012H-35,35,Chemin de Brocca,09700,Saverdun,CAD,43.228579,1.583957
092820012H-4,4,Chemin de Brocca,09700,Saverdun,CAD,43.229235,1.584528
092820012H-4657,4657,Chemin de Brocca,09700,Saverdun,CAD,43.227301,1.585777
092820012H-4672,4672,Chemin de Brocca,09700,Saverdun,CAD,43.227352,1.585810
092820012H-4679,4679,Chemin de Brocca,09700,Saverdun,CAD,43.227974,1.585665
092820012H-4700,4700,Chemin de Brocca,09700,Saverdun,CAD,43.227571,1.584950
092820012H-4706,4706,Chemin de Brocca,09700,Saverdun,CAD,43.228282,1.585483
092820012H-4710,4710,Chemin de Brocca,09700,Saverdun,CAD,43.228662,1.585033
092820012H-5,5,Chemin de Brocca,09700,Saverdun,CAD,43.227756,1.586127
092820012H-7,7,Chemin de Brocca,09700,Saverdun,CAD,43.227369,1.585835
092820012H-9,9,Chemin de Brocca,09700,Saverdun,CAD,43.227296,1.585786
092820013J-11,11,Route de Calmont,09700,Saverdun,C+O,43.232950,1.578142
092820013J-13,13,Route de Calmont,09700,Saverdun,C+O,43.233088,1.578090
092820013J-15,15,Route de Calmont,09700,Saverdun,C+O,43.233163,1.578057
092820013J-17,17,Route de Calmont,09700,Saverdun,C+O,43.233382,1.577951
092820013J-21,21,Route de Calmont,09700,Saverdun,C+O,43.233589,1.577978
092820013J-21B,21BIS,Route de Calmont,09700,Saverdun,C+O,43.234215,1.577713
092820013J-2,2,Route de Calmont,09700,Saverdun,C+O,43.232571,1.578390
092820013J-23,23,Route de Calmont,09700,Saverdun,C+O,43.234021,1.578529
092820013J-23B,23BIS,Route de Calmont,09700,Saverdun,C+O,43.233843,1.578330
092820013J-25,25,Route de Calmont,09700,Saverdun,C+O,43.234154,1.578643
092820013J-27,27,Route de Calmont,09700,Saverdun,C+O,43.234337,1.578766
092820013J-29,29,Route de Calmont,09700,Saverdun,C+O,43.235084,1.580114
092820013J-29B,29BIS,Route de Calmont,09700,Saverdun,C+O,43.235133,1.580238
092820013J-31,31,Route de Calmont,09700,Saverdun,C+O,43.235226,1.580482
092820013J-33,33,Route de Calmont,09700,Saverdun,C+O,43.235368,1.579695
092820013J-33A,33A,Route de Calmont,09700,Saverdun,C+O,43.235634,1.578409
092820013J-3,3,Route de Calmont,09700,Saverdun,C+O,43.232611,1.578268
092820013J-35,35,Route de Calmont,09700,Saverdun,C+O,43.235367,1.580853
092820013J-37,37,Route de Calmont,09700,Saverdun,C+O,43.235614,1.581262
092820013J-39,39,Route de Calmont,09700,Saverdun,C+O,43.235795,1.581556
092820013J-41,41,Route de Calmont,09700,Saverdun,C+O,43.235997,1.581938
092820013J-43,43,Route de Calmont,09700,Saverdun,C+O,43.236101,1.582142
092820013J-4,4,Route de Calmont,09700,Saverdun,C+O,43.232654,1.578348
092820013J-4540,4540,Route de Calmont,09700,Saverdun,C+O,43.239133,1.585423
092820013J-4563,4563,Route de Calmont,09700,Saverdun,C+O,43.235531,1.578931
092820013J-5,5,Route de Calmont,09700,Saverdun,C+O,43.232642,1.578256
092820013J-6,6,Route de Calmont,09700,Saverdun,C+O,43.232749,1.578301
092820013J-7,7,Route de Calmont,09700,Saverdun,C+O,43.232696,1.578236
092820013J-9,9,Route de Calmont,09700,Saverdun,C+O,43.232673,1.577903
092820014K-11,11,Rue Beau Site,09700,Saverdun,CAD,43.231008,1.571137
092820014K-1,1,Rue Beau Site,09700,Saverdun,CAD,43.230555,1.570904
092820014K-2,2,Rue Beau Site,09700,Saverdun,CAD,43.230721,1.571161
092820014K-3,3,Rue Beau Site,09700,Saverdun,CAD,43.230859,1.571010
092820014K-4683,4683,Rue Beau Site,09700,Saverdun,CAD,43.230721,1.571188
092820014K-5,5,Rue Beau Site,09700,Saverdun,CAD,43.231064,1.571059
092820014K-6,6,Rue Beau Site,09700,Saverdun,CAD,43.231210,1.571421
092820014K-7,7,Rue Beau Site,09700,Saverdun,CAD,43.231133,1.571117
092820014K-9,9,Rue Beau Site,09700,Saverdun,CAD,43.231109,1.571167
092820015L-10,10,Rue du Champ de Mars,09700,Saverdun,C+O,43.235819,1.573195
092820015L-11,11,Rue du Champ de Mars,09700,Saverdun,C+O,43.236179,1.572738
092820015L-1,1,Rue du Champ de Mars,09700,Saverdun,C+O,43.235038,1.573484
092820015L-1328,1328,Rue du Champ de Mars,09700,Saverdun,C+O,43.235485,1.573266
092820015L-1B,1BIS,Rue du Champ de Mars,09700,Saverdun,C+O,43.235388,1.573250
092820015L-20B,20BIS,Rue du Champ de Mars,09700,Saverdun,C+O,43.236117,1.573242
092820015L-22,22,Rue du Champ de Mars,09700,Saverdun,C+O,43.236354,1.572939
092820015L-2,2,Rue du Champ de Mars,09700,Saverdun,C+O,43.235096,1.573540
092820015L-28,28,Rue du Champ de Mars,09700,Saverdun,C+O,43.236571,1.572834
092820015L-303,303,Rue du Champ de Mars,09700,Saverdun,C+O,43.235753,1.573387
092820015L-32,32,Rue du Champ de Mars,09700,Saverdun,C+O,43.236659,1.572790
092820015L-3,3,Rue du Champ de Mars,09700,Saverdun,C+O,43.235723,1.573053
092820015L-34,34,Rue du Champ de Mars,09700,Saverdun,C+O,43.236811,1.573096
092820015L-4,4,Rue du Champ de Mars,09700,Saverdun,C+O,43.235255,1.573465
092820015L-4507,4507,Rue du Champ de Mars,09700,Saverdun,C+O,43.235684,1.573096
092820015L-4B,4BIS,Rue du Champ de Mars,09700,Saverdun,C+O,43.235296,1.573445
092820015L-5,5,Rue du Champ de Mars,09700,Saverdun,C+O,43.235794,1.573033
092820015L-6,6,Rue du Champ de Mars,09700,Saverdun,C+O,43.235332,1.573428
092820015L-7,7,Rue du Champ de Mars,09700,Saverdun,C+O,43.236108,1.572963
092820015L-9,9,Rue du Champ de Mars,09700,Saverdun,C+O,43.236188,1.572881
092820016M-19,19,Rue du Carrerot,09700,Saverdun,CAD,43.234110,1.576063
092820016M-23,23,Rue du Carrerot,09700,Saverdun,CAD,43.233932,1.576087
092820016M-24,24,Rue du Carrerot,09700,Saverdun,CAD,43.233884,1.576207
092820017N-10,10,Rue des Chardonnerets,09700,Saverdun,CAD,43.228391,1.587366
092820017N-11,11,Rue des Chardonnerets,09700,Saverdun,CAD,43.228561,1.587504
092820017N-1,1,Rue des Chardonnerets,09700,Saverdun,CAD,43.229564,1.587738
092820017N-12,12,Rue des Chardonnerets,09700,Saverdun,CAD,43.228243,1.587331
092820017N-13,13,Rue des Chardonnerets,09700,Saverdun,CAD,43.228395,1.587466
092820017N-2,2,Rue des Chardonnerets,09700,Saverdun,CAD,43.229704,1.587670
092820017N-3,3,Rue des Chardonnerets,09700,Saverdun,CAD,43.229381,1.587694
092820017N-4,4,Rue des Chardonnerets,09700,Saverdun,CAD,43.229496,1.587622
092820017N-5,5,Rue des Chardonnerets,09700,Saverdun,CAD,43.229187,1.587649
092820017N-6,6,Rue des Chardonnerets,09700,Saverdun,CAD,43.229022,1.587511
092820017N-7,7,Rue des Chardonnerets,09700,Saverdun,CAD,43.228964,1.587598
092820017N-8,8,Rue des Chardonnerets,09700,Saverdun,CAD,43.228822,1.587466
092820017N-9,9,Rue des Chardonnerets,09700,Saverdun,CAD,43.228773,1.587554
092820018P-4506,4506,Route du Château,09700,Saverdun,CAD,43.224228,1.573332
092820019R-2,2,Rue du Chalet,09700,Saverdun,CAD,43.226564,1.570631
092820019R-3,3,Rue du Chalet,09700,Saverdun,CAD,43.227101,1.570866
092820019R-4730,4730,Rue du Chalet,09700,Saverdun,CAD,43.227128,1.569663
092820019R-4740,4740,Rue du Chalet,09700,Saverdun,CAD,43.226855,1.570769
092820019R-4744,4744,Rue du Chalet,09700,Saverdun,CAD,43.226847,1.569637
092820019R-6,6,Rue du Chalet,09700,Saverdun,CAD,43.226247,1.569829
092820020S-10,10,Rue des Chevaliers,09700,Saverdun,CAD,43.228577,1.577709
092820020S-4701,4701,Rue des Chevaliers,09700,Saverdun,CAD,43.228992,1.577919
092820020S-8,8,Rue des Chevaliers,09700,Saverdun,CAD,43.228728,1.577955
092820021T-4599,4599,Route de Brie,09700,Saverdun,CAD,43.227706,1.552225
092820023V-1226,1226,Impasse du Claudetou,09700,Saverdun,CAD,43.241687,1.577773
092820023V-1346,1346,Impasse du Claudetou,09700,Saverdun,CAD,43.241542,1.578245
092820024W-10,10,Rue du Docteur Suzanne Noel,09700,Saverdun,CAD,43.245086,1.571367
092820024W-12,12,Rue du Docteur Suzanne Noel,09700,Saverdun,CAD,43.245106,1.571647
092820024W-17,17,Rue du Docteur Suzanne Noel,09700,Saverdun,CAD,43.244210,1.571029
092820024W-21,21,Rue du Docteur Suzanne Noel,09700,Saverdun,CAD,43.244489,1.570915
092820024W-2,2,Rue du Docteur Suzanne Noel,09700,Saverdun,CAD,43.245032,1.570676
092820024W-23,23,Rue du Docteur Suzanne Noel,09700,Saverdun,CAD,43.244762,1.571125
092820024W-25,25,Rue du Docteur Suzanne Noel,09700,Saverdun,CAD,43.244796,1.571184
092820024W-27,27,Rue du Docteur Suzanne Noel,09700,Saverdun,CAD,43.244727,1.571744
092820024W-29,29,Rue du Docteur Suzanne Noel,09700,Saverdun,CAD,43.244753,1.572012
092820024W-31,31,Rue du Docteur Suzanne Noel,09700,Saverdun,CAD,43.244871,1.572113
092820024W-33,33,Rue du Docteur Suzanne Noel,09700,Saverdun,CAD,43.244822,1.572198
092820024W-4,4,Rue du Docteur Suzanne Noel,09700,Saverdun,CAD,43.244875,1.570882
092820024W-6,6,Rue du Docteur Suzanne Noel,09700,Saverdun,CAD,43.245118,1.570992
092820024W-8,8,Rue du Docteur Suzanne Noel,09700,Saverdun,CAD,43.244965,1.571130
092820025X-10,10,Rue de la Corne,09700,Saverdun,C+O,43.233529,1.572885
092820025X-11,11,Rue de la Corne,09700,Saverdun,C+O,43.234144,1.573590
092820025X-1,1,Rue de la Corne,09700,Saverdun,C+O,43.234446,1.573596
092820025X-12,12,Rue de la Corne,09700,Saverdun,C+O,43.233493,1.572785
092820025X-14,14,Rue de la Corne,09700,Saverdun,C+O,43.233449,1.572944
092820025X-15,15,Rue de la Corne,09700,Saverdun,C+O,43.234067,1.573869
092820025X-16,16,Rue de la Corne,09700,Saverdun,C+O,43.233418,1.573146
092820025X-18,18,Rue de la Corne,09700,Saverdun,C+O,43.233380,1.573140
092820025X-19,19,Rue de la Corne,09700,Saverdun,C+O,43.233876,1.573602
092820025X-20,20,Rue de la Corne,09700,Saverdun,C+O,43.233323,1.573220
092820025X-2,2,Rue de la Corne,09700,Saverdun,C+O,43.234861,1.573528
092820025X-26,26,Rue de la Corne,09700,Saverdun,C+O,43.233189,1.573163
092820025X-26B,26BIS,Rue de la Corne,09700,Saverdun,C+O,43.233147,1.573117
092820025X-27,27,Rue de la Corne,09700,Saverdun,C+O,43.233567,1.573616
092820025X-28,28,Rue de la Corne,09700,Saverdun,C+O,43.233094,1.573198
092820025X-30,30,Rue de la Corne,09700,Saverdun,C+O,43.233058,1.573216
092820025X-3,3,Rue de la Corne,09700,Saverdun,C+O,43.233576,1.573730
092820025X-41,41,Rue de la Corne,09700,Saverdun,C+O,43.233172,1.573634
092820025X-4,4,Rue de la Corne,09700,Saverdun,C+O,43.234738,1.573540
092820025X-4517,4517,Rue de la Corne,09700,Saverdun,C+O,43.234276,1.573975
092820025X-4518,4518,Rue de la Corne,09700,Saverdun,C+O,43.234276,1.573988
092820025X-4579,4579,Rue de la Corne,09700,Saverdun,C+O,43.233680,1.573282
092820025X-4762,4762,Rue de la Corne,09700,Saverdun,C+O,43.233893,1.573762
092820025X-4B,4BIS,Rue de la Corne,09700,Saverdun,C+O,43.234496,1.573499
092820025X-5,5,Rue de la Corne,09700,Saverdun,C+O,43.233206,1.573738
092820025X-6B,6BIS,Rue de la Corne,09700,Saverdun,C+O,43.234059,1.573456
092820025X-8,8,Rue de la Corne,09700,Saverdun,C+O,43.233589,1.572655
092820027Z-2,2,Impasse du Docteur Goizé,09700,Saverdun,CAD,43.231596,1.569635
092820027Z-4,4,Impasse du Docteur Goizé,09700,Saverdun,CAD,43.231329,1.569932
092820027Z-6,6,Impasse du Docteur Goizé,09700,Saverdun,CAD,43.231480,1.570104
092820028A-4500,4500,Rue du Docteur Goizé,09700,Saverdun,CAD,43.232266,1.570213
092820028A-4509,4509,Rue du Docteur Goizé,09700,Saverdun,CAD,43.232821,1.570135
092820028A-4511,4511,Rue du Docteur Goizé,09700,Saverdun,CAD,43.230922,1.570119
092820028A-4536,4536,Rue du Docteur Goizé,09700,Saverdun,CAD,43.233368,1.570107
092820028A-4549,4549,Rue du Docteur Goizé,09700,Saverdun,CAD,43.229954,1.569507
092820029B-10,10,Rue de la Croix Blanche,09700,Saverdun,CAD,43.231790,1.578635
092820029B-11,11,Rue de la Croix Blanche,09700,Saverdun,CAD,43.231959,1.578522
092820029B-1,1,Rue de la Croix Blanche,09700,Saverdun,CAD,43.232142,1.578319
092820029B-12,12,Rue de la Croix Blanche,09700,Saverdun,CAD,43.231713,1.578731
092820029B-13,13,Rue de la Croix Blanche,09700,Saverdun,CAD,43.231867,1.578630
092820029B-15,15,Rue de la Croix Blanche,09700,Saverdun,CAD,43.231735,1.578782
092820029B-18,18,Rue de la Croix Blanche,09700,Saverdun,CAD,43.231082,1.579589
092820029B-2,2,Rue de la Croix Blanche,09700,Saverdun,CAD,43.231998,1.578390
092820029B-3,3,Rue de la Croix Blanche,09700,Saverdun,CAD,43.232104,1.578359
092820029B-4,4,Rue de la Croix Blanche,09700,Saverdun,CAD,43.231956,1.578435
092820029B-5,5,Rue de la Croix Blanche,09700,Saverdun,CAD,43.232075,1.578393
092820029B-6,6,Rue de la Croix Blanche,09700,Saverdun,CAD,43.231927,1.578469
092820029B-7,7,Rue de la Croix Blanche,09700,Saverdun,CAD,43.232054,1.578417
092820029B-8,8,Rue de la Croix Blanche,09700,Saverdun,CAD,43.231860,1.578548
092820029B-9,9,Rue de la Croix Blanche,09700,Saverdun,CAD,43.232010,1.578464
092820030C-11,11,Rue de la Costa,09700,Saverdun,CAD,43.228434,1.577303
092820030C-1,1,Rue de la Costa,09700,Saverdun,CAD,43.228461,1.576600
092820030C-12,12,Rue de la Costa,09700,Saverdun,CAD,43.228587,1.577985
092820030C-13,13,Rue de la Costa,09700,Saverdun,CAD,43.228437,1.577366
092820030C-15,15,Rue de la Costa,09700,Saverdun,CAD,43.228456,1.577713
092820030C-20,20,Rue de la Costa,09700,Saverdun,CAD,43.228049,1.578344
092820030C-2,2,Rue de la Costa,09700,Saverdun,CAD,43.228502,1.576727
092820030C-3,3,Rue de la Costa,09700,Saverdun,CAD,43.228444,1.576796
092820030C-5,5,Rue de la Costa,09700,Saverdun,CAD,43.228442,1.576877
092820030C-6,6,Rue de la Costa,09700,Saverdun,CAD,43.228576,1.577665
092820030C-7,7,Rue de la Costa,09700,Saverdun,CAD,43.228437,1.576935
092820030C-881,881,Rue de la Costa,09700,Saverdun,CAD,43.228434,1.577210
092820030C-8,8,Rue de la Costa,09700,Saverdun,CAD,43.228728,1.577955
092820030C-9,9,Rue de la Costa,09700,Saverdun,CAD,43.228435,1.577187
092820031D-10,10,Rue de la Cote,09700,Saverdun,CAD,43.231808,1.576483
092820031D-11,11,Rue de la Cote,09700,Saverdun,CAD,43.231871,1.576550
092820031D-1,1,Rue de la Cote,09700,Saverdun,CAD,43.231967,1.576885
092820031D-12,12,Rue de la Cote,09700,Saverdun,CAD,43.231771,1.576242
092820031D-13,13,Rue de la Cote,09700,Saverdun,CAD,43.231927,1.576697
092820031D-14,14,Rue de la Cote,09700,Saverdun,CAD,43.231715,1.576232
092820031D-15,15,Rue de la Cote,09700,Saverdun,CAD,43.231842,1.576757
092820031D-16,16,Rue de la Cote,09700,Saverdun,CAD,43.231704,1.576496
092820031D-17,17,Rue de la Cote,09700,Saverdun,CAD,43.231790,1.576570
092820031D-17T,17TER,Rue de la Cote,09700,Saverdun,CAD,43.231913,1.576979
092820031D-18,18,Rue de la Cote,09700,Saverdun,CAD,43.231637,1.576411
092820031D-19,19,Rue de la Cote,09700,Saverdun,CAD,43.231699,1.576588
092820031D-20,20,Rue de la Cote,09700,Saverdun,CAD,43.231563,1.576387
092820031D-21,21,Rue de la Cote,09700,Saverdun,CAD,43.231765,1.576702
092820031D-2,2,Rue de la Cote,09700,Saverdun,CAD,43.231978,1.576344
092820031D-23,23,Rue de la Cote,09700,Saverdun,CAD,43.231528,1.576632
092820031D-23B,23BIS,Rue de la Cote,09700,Saverdun,CAD,43.231740,1.577044
092820031D-24,24,Rue de la Cote,09700,Saverdun,CAD,43.231331,1.576570
092820031D-25,25,Rue de la Cote,09700,Saverdun,CAD,43.231591,1.576882
092820031D-27,27,Rue de la Cote,09700,Saverdun,CAD,43.231571,1.576911
092820031D-28,28,Rue de la Cote,09700,Saverdun,CAD,43.231266,1.576631
092820031D-29,29,Rue de la Cote,09700,Saverdun,CAD,43.231461,1.576657
092820031D-30,30,Rue de la Cote,09700,Saverdun,CAD,43.231268,1.576529
092820031D-31,31,Rue de la Cote,09700,Saverdun,CAD,43.231416,1.576674
092820031D-32,32,Rue de la Cote,09700,Saverdun,CAD,43.231210,1.576534
092820031D-33,33,Rue de la Cote,09700,Saverdun,CAD,43.231371,1.576692
092820031D-3,3,Rue de la Cote,09700,Saverdun,CAD,43.231996,1.576816
092820031D-34,34,Rue de la Cote,09700,Saverdun,CAD,43.231095,1.576472
092820031D-35,35,Rue de la Cote,09700,Saverdun,CAD,43.231227,1.576732
